ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,volume_ratio,turnover_rate,turnover_rate_f
688017.SH,2024-09-26,63.85,72.63,63.31,72.63,62.88,9.75,15.5057,86229.13,586580.798,2.99,5.1095,8.6351
688017.SH,2024-09-27,75.0,80.12,73.0,79.84,72.63,7.21,9.927,54643.63,416059.448,1.31,3.2379,5.4721
688017.SH,2024-09-30,85.0,95.35,80.4,95.13,79.84,15.29,19.1508,104056.27,915986.722,2.14,6.1658,10.4204
688017.SH,2024-10-08,113.97,113.97,98.6,111.09,95.13,15.96,16.777,109449.11,1178851.939,1.66,6.4853,10.9604
688017.SH,2024-10-09,102.06,110.0,97.02,97.02,111.09,-14.07,-12.6654,91085.18,940882.663,1.16,5.3972,9.1214
688017.SH,2024-10-10,100.17,102.27,94.0,94.0,97.02,-3.02,-3.1128,54351.99,526958.869,0.61,3.2206,5.4429
688017.SH,2024-10-11,95.0,95.0,81.8,83.8,94.0,-10.2,-10.8511,74251.61,642081.612,0.9,4.3997,7.4357
688017.SH,2024-10-14,83.0,83.97,78.02,83.59,83.8,-0.21,-0.2506,72634.09,587538.308,0.84,4.3039,7.2737
688017.SH,2024-10-15,82.3,86.0,80.57,81.5,83.59,-2.09,-2.5003,55732.82,464376.727,0.69,3.3024,5.5812
688017.SH,2024-10-16,79.8,83.4,79.0,81.08,81.5,-0.42,-0.5153,35535.71,289626.216,0.51,2.1056,3.5586
688017.SH,2024-10-17,81.21,83.51,79.66,80.09,81.08,-0.99,-1.221,41150.19,337184.285,0.7,2.4383,4.1208
688017.SH,2024-10-18,79.9,92.77,79.36,88.87,80.09,8.78,10.9627,77053.73,663164.493,1.38,4.5658,7.7163
688017.SH,2024-10-21,90.0,92.09,86.78,87.18,88.87,-1.69,-1.9017,79470.04,705227.466,1.41,4.7089,7.9583
688017.SH,2024-10-22,86.0,95.0,85.3,92.26,87.18,5.08,5.827,88189.26,802558.929,1.53,5.2256,8.8314
688017.SH,2024-10-23,91.0,95.5,89.73,90.82,92.26,-1.44,-1.5608,63434.7,587652.142,0.99,3.7588,6.3525
688017.SH,2024-10-24,89.98,92.58,88.65,88.77,90.82,-2.05,-2.2572,37834.95,340467.038,0.54,2.2419,3.7889
688017.SH,2024-10-25,89.0,92.99,86.8,90.65,88.77,1.88,2.1178,48224.69,435173.35,0.7,2.8575,4.8293
688017.SH,2024-10-28,90.2,90.8,88.7,89.31,90.65,-1.34,-1.4782,34796.9,311182.51,0.55,2.0619,3.4846
688017.SH,2024-10-29,90.0,90.3,86.72,86.8,89.31,-2.51,-2.8104,40159.5,353965.771,0.74,2.3796,4.0216
688017.SH,2024-10-30,86.86,91.0,86.0,89.06,86.8,2.26,2.6037,48383.52,429130.554,1.08,2.8669,4.8452
688017.SH,2024-10-31,88.17,91.99,86.8,91.1,89.06,2.04,2.2906,52330.71,470142.856,1.25,3.1008,5.2405
688017.SH,2024-11-01,90.08,92.58,87.18,88.5,91.1,-2.6,-2.854,41809.19,375637.018,0.93,2.4774,4.1868
688017.SH,2024-11-04,91.8,106.2,91.8,106.2,88.5,17.7,20.0,119872.5,1202295.49,2.76,7.103,12.0042
688017.SH,2024-11-05,110.0,125.2,106.2,118.68,106.2,12.48,11.7514,167012.39,1949928.563,2.76,9.8962,16.7249
688017.SH,2024-11-06,119.7,135.5,116.31,125.02,118.68,6.34,5.3421,142803.53,1793590.875,1.66,8.4617,14.3006
688017.SH,2024-11-07,122.5,124.59,116.95,120.8,125.02,-4.22,-3.3755,93594.36,1124694.786,0.89,5.5459,9.3727
688017.SH,2024-11-08,120.8,131.43,120.74,122.6,120.8,1.8,1.4901,90277.65,1138336.371,0.8,5.3493,9.0405
688017.SH,2024-11-11,122.0,136.01,119.0,134.3,122.6,11.7,9.5432,101872.81,1332905.527,0.83,6.0364,10.2017
688017.SH,2024-11-12,133.0,136.49,124.61,125.5,134.3,-8.8,-6.5525,87917.26,1140603.191,0.74,5.2095,8.8042
688017.SH,2024-11-13,122.99,128.48,118.2,128.48,125.5,2.98,2.3745,71543.1,876306.452,0.69,4.2392,7.1644
688017.SH,2024-11-14,127.0,127.37,119.7,119.99,128.48,-8.49,-6.608,66592.36,818771.122,0.75,3.9459,6.6687
688017.SH,2024-11-15,120.0,121.5,110.31,111.0,119.99,-8.99,-7.4923,71247.48,818896.064,0.85,4.2217,7.1348
688017.SH,2024-11-18,112.76,115.7,108.12,109.3,111.0,-1.7,-1.5315,57531.67,642918.064,0.72,3.409,5.7613
688017.SH,2024-11-19,110.99,117.8,110.47,117.56,109.3,8.26,7.5572,66675.93,759233.685,0.94,3.9508,6.677
688017.SH,2024-11-20,118.0,127.78,116.02,123.98,117.56,6.42,5.461,76228.63,935765.144,1.14,4.5169,7.6337
688017.SH,2024-11-21,120.48,124.2,118.0,122.28,123.98,-1.7,-1.3712,48334.24,587991.285,0.71,2.864,4.8403
688017.SH,2024-11-22,120.05,123.47,115.0,115.13,122.28,-7.15,-5.8472,48902.8,583016.554,0.76,2.8977,4.8972
688017.SH,2024-11-25,114.52,118.78,111.54,114.85,115.13,-0.28,-0.2432,46783.93,536186.894,0.79,2.7722,4.685
688017.SH,2024-11-26,113.74,113.8,105.06,105.96,114.85,-8.89,-7.7405,66511.61,721849.119,1.16,3.9411,6.6606
688017.SH,2024-11-27,104.97,109.1,102.01,108.86,105.96,2.9,2.7369,44889.83,474096.706,0.78,2.6599,4.4953
688017.SH,2024-11-28,108.85,109.99,105.88,106.25,108.86,-2.61,-2.3976,30315.72,327094.009,0.59,1.7963,3.0359
688017.SH,2024-11-29,106.05,127.5,106.01,124.3,106.25,18.05,16.9882,116287.03,1375532.599,2.45,6.8905,11.6452
688017.SH,2024-12-02,124.0,133.5,121.44,126.46,124.3,2.16,1.7377,111153.45,1421217.459,1.82,6.5863,11.1311
688017.SH,2024-12-03,124.03,127.9,122.8,124.09,126.46,-2.37,-1.8741,67050.66,841158.769,0.91,3.973,6.7146
688017.SH,2024-12-04,121.89,136.4,121.58,132.54,124.09,8.45,6.8096,112686.03,1467274.0,1.52,6.6771,11.2846
688017.SH,2024-12-05,132.19,138.99,127.78,129.65,132.54,-2.89,-2.1805,94264.68,1253327.692,1.08,5.5856,9.4398
688017.SH,2024-12-06,131.0,131.45,122.45,124.4,129.65,-5.25,-4.0494,90560.09,1132905.156,0.9,5.3661,9.0688
688017.SH,2024-12-09,122.98,129.59,120.5,122.37,124.4,-2.03,-1.6318,84837.58,1056079.909,0.89,5.027,8.4958
688017.SH,2024-12-10,126.66,138.99,124.5,132.45,122.37,10.08,8.2373,124344.57,1642315.884,1.38,7.368,12.4521
688017.SH,2024-12-11,129.0,129.0,122.5,124.98,132.45,-7.47,-5.6399,80271.19,1007097.019,0.79,4.7564,8.0385
688017.SH,2024-12-12,123.05,126.23,121.08,122.85,124.98,-2.13,-1.7043,67395.44,830463.668,0.71,3.9935,6.7491
688017.SH,2024-12-13,122.8,124.2,114.0,114.09,122.85,-8.76,-7.1306,96035.55,1126221.154,1.07,5.6905,9.6172
688017.SH,2024-12-16,115.0,117.9,114.0,115.15,114.09,1.06,0.9291,68366.26,793156.9,0.75,4.051,6.8463
688017.SH,2024-12-17,114.8,117.5,109.8,110.75,115.15,-4.4,-3.8211,59935.23,674392.617,0.69,3.5514,6.002
688017.SH,2024-12-18,110.85,114.5,109.16,114.27,110.75,3.52,3.1783,59474.02,666831.791,0.8,3.5241,5.9558
688017.SH,2024-12-19,111.9,114.89,111.5,112.83,114.27,-1.44,-1.2602,52294.15,589592.174,0.74,3.0987,5.2368
688017.SH,2024-12-20,112.2,120.27,112.0,117.28,112.83,4.45,3.944,72432.25,848040.206,1.08,4.2919,7.2535
688017.SH,2024-12-23,117.0,117.0,112.81,114.15,117.28,-3.13,-2.6688,44200.28,507186.099,0.71,2.6191,4.4263
688017.SH,2024-12-24,116.22,119.9,114.88,116.8,114.15,2.65,2.3215,59103.28,691587.894,1.02,3.5021,5.9187
688017.SH,2024-12-25,116.74,119.78,115.79,117.4,116.8,0.6,0.5137,47236.85,556466.769,0.82,2.799,4.7304
688017.SH,2024-12-26,116.8,121.78,114.1,118.89,117.4,1.49,1.2692,62618.11,745117.921,1.14,3.7104,6.2707
688017.SH,2024-12-27,119.2,120.1,113.5,113.99,118.89,-4.9,-4.1215,52733.64,616028.965,0.92,3.1247,5.2808
688017.SH,2024-12-30,113.81,114.82,111.2,111.95,113.99,-2.04,-1.7896,37574.61,423590.289,0.71,2.2265,3.7628
688017.SH,2024-12-31,112.88,113.0,108.0,108.06,111.95,-3.89,-3.4748,37679.01,413630.435,0.73,2.2326,3.7732
688017.SH,2025-01-02,108.0,112.32,106.1,108.0,108.06,-0.06,-0.0555,41188.1,448511.068,0.87,2.4406,4.1246
688017.SH,2025-01-03,107.91,108.02,99.69,99.96,108.0,-8.04,-7.4444,50213.6,517310.404,1.08,2.9754,5.0285
688017.SH,2025-01-06,98.49,101.0,97.2,99.9,99.96,-0.06,-0.06,40499.84,400243.58,0.92,2.3998,4.0557
688017.SH,2025-01-07,99.9,102.5,99.07,102.1,99.9,2.2,2.2022,32369.06,326511.214,0.78,1.918,3.2415
688017.SH,2025-01-08,101.0,108.5,97.52,106.81,102.1,4.71,4.6131,65227.75,671838.485,1.61,3.865,6.532
688017.SH,2025-01-09,104.68,113.94,104.19,111.7,106.81,4.89,4.5782,89311.05,972667.272,1.95,5.2921,8.9438
688017.SH,2025-01-10,111.0,122.5,110.0,120.04,111.7,8.34,7.4664,136216.78,1588210.975,2.45,8.0714,13.641
688017.SH,2025-01-13,125.0,141.0,124.0,129.62,120.04,9.58,7.9807,179390.07,2366119.529,2.47,10.6296,17.9644
688017.SH,2025-01-14,129.94,150.88,125.18,149.0,129.62,19.38,14.9514,165051.94,2266094.832,1.64,9.7801,16.5286
688017.SH,2025-01-15,145.0,148.5,141.0,145.99,149.0,-3.01,-2.0201,102914.29,1492585.82,0.81,6.0981,10.306
688017.SH,2025-01-16,145.0,151.68,139.58,142.82,145.99,-3.17,-2.1714,110096.16,1597001.34,0.82,6.5237,11.0252
688017.SH,2025-01-17,142.0,146.88,140.01,142.6,142.82,-0.22,-0.154,76541.33,1098277.266,0.55,4.5354,7.665
688017.SH,2025-01-20,144.0,144.88,138.0,138.88,142.6,-3.72,-2.6087,88191.43,1237074.934,0.7,5.2257,8.8316
688017.SH,2025-01-21,139.88,147.9,137.82,147.1,138.88,8.22,5.9188,106400.6,1526764.675,0.98,6.3047,10.6551
688017.SH,2025-01-22,146.5,149.86,143.99,145.99,147.1,-1.11,-0.7546,79746.45,1169801.378,0.82,4.7253,7.9859
688017.SH,2025-01-23,146.0,158.99,142.5,149.84,145.99,3.85,2.6372,115387.86,1747848.748,1.25,6.8372,11.5551
688017.SH,2025-01-24,148.5,163.68,146.05,157.85,149.84,8.01,5.3457,98356.82,1510102.341,1.05,5.8281,9.8496
688017.SH,2025-01-27,154.9,154.9,143.43,145.0,157.85,-12.85,-8.1406,84354.2,1246823.419,0.86,4.9984,8.4474
688017.SH,2025-02-05,149.0,169.18,149.0,163.12,145.0,18.12,12.4966,112380.42,1789376.594,1.16,6.659,11.254
688017.SH,2025-02-06,160.0,184.98,159.0,176.37,163.12,13.25,8.1229,111099.45,1932741.8,1.13,6.5831,11.1257
688017.SH,2025-02-07,172.84,179.83,166.0,170.4,176.37,-5.97,-3.3849,118759.63,2052057.662,1.14,7.037,11.8928
688017.SH,2025-02-10,167.3,169.98,160.36,168.53,170.4,-1.87,-1.0974,94888.2,1563754.805,0.9,5.6225,9.5023
688017.SH,2025-02-11,166.0,175.8,164.11,167.0,168.53,-1.53,-0.9079,89199.3,1514293.36,0.86,5.2855,8.9326
688017.SH,2025-02-12,163.0,169.82,161.02,168.8,167.0,1.8,1.0778,60410.32,1005361.171,0.57,3.5796,6.0496
688017.SH,2025-02-13,166.58,169.88,159.35,159.8,168.8,-9.0,-5.3318,79525.24,1296381.137,0.84,4.7122,7.9638
688017.SH,2025-02-14,157.82,160.79,155.15,156.81,159.8,-2.99,-1.8711,70088.23,1104233.719,0.79,4.153,7.0187
688017.SH,2025-02-17,156.35,167.12,155.97,167.0,156.81,10.19,6.4983,99223.25,1606184.117,1.26,5.8794,9.9364
688017.SH,2025-02-18,163.5,163.8,155.8,157.4,167.0,-9.6,-5.7485,82059.87,1312082.561,1.03,4.8624,8.2176
688017.SH,2025-02-19,157.68,173.37,157.67,173.24,157.4,15.84,10.0635,125540.35,2108207.581,1.6,7.4388,12.5718
688017.SH,2025-02-20,172.52,174.0,165.24,169.83,173.24,-3.41,-1.9684,105241.15,1779616.428,1.15,6.236,10.539
688017.SH,2025-02-21,169.83,180.4,168.55,176.0,169.83,6.17,3.633,110569.17,1936994.264,1.15,6.5517,11.0726
688017.SH,2025-02-24,174.95,181.98,163.0,172.85,176.0,-3.15,-1.7898,101689.23,1742654.566,0.97,6.0255,10.1833
688017.SH,2025-02-25,166.92,179.1,166.11,171.25,172.85,-1.6,-0.9257,87417.67,1518960.563,0.83,5.1799,8.7541
688017.SH,2025-02-26,170.0,192.8,168.2,178.4,171.25,7.15,4.1752,142743.6,2607204.386,1.35,8.4582,14.2946
688017.SH,2025-02-27,175.4,185.22,168.9,174.5,178.4,-3.9,-2.1861,118318.72,2084241.898,1.08,7.0109,11.8486
688017.SH,2025-02-28,170.18,171.0,153.08,153.7,174.5,-20.8,-11.9198,128403.48,2046452.783,1.14,7.6085,12.8585
688017.SH,2025-03-03,156.03,159.36,150.0,152.97,153.7,-0.73,-0.475,64481.64,995407.598,0.56,3.8208,6.4573
688017.SH,2025-03-04,152.51,162.17,150.97,160.03,152.97,7.06,4.6153,70759.57,1124856.575,0.65,4.1928,7.086
688017.SH,2025-03-05,158.21,166.6,158.0,163.0,160.03,2.97,1.8559,66264.95,1080408.71,0.63,3.9265,6.6359
688017.SH,2025-03-06,165.5,166.84,161.51,164.0,163.0,1.0,0.6135,61070.63,1007236.519,0.68,3.6187,6.1157
688017.SH,2025-03-07,162.0,171.48,161.61,166.69,164.0,2.69,1.6402,73241.59,1227210.317,0.94,4.3399,7.3345
688017.SH,2025-03-10,170.0,174.0,166.0,169.4,166.69,2.71,1.6258,64692.03,1099533.083,0.96,3.8333,6.4784
688017.SH,2025-03-11,166.0,172.0,158.58,167.83,169.4,-1.57,-0.9268,75539.52,1249877.496,1.12,4.476,7.5646
688017.SH,2025-03-12,167.82,171.0,164.88,165.72,167.83,-2.11,-1.2572,48980.39,819268.692,0.72,2.9023,4.905
688017.SH,2025-03-13,165.86,165.99,153.58,154.61,165.72,-11.11,-6.7041,68112.56,1069705.354,1.05,4.036,6.8209
688017.SH,2025-03-14,153.96,174.9,152.5,171.09,154.61,16.48,10.6591,103503.67,1709026.298,1.57,6.133,10.365
688017.SH,2025-03-17,170.5,172.43,166.9,170.33,171.09,-0.76,-0.4442,56417.32,953666.149,0.78,3.343,5.6497
